title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"City Slickers",movie,"Comedy, Western",1991,tt0101587,6.8,65114,
"Sex, Lies, and Videotape",movie,Drama,1989,tt0098724,7.2,61367,
"Pan's Labyrinth",movie,"Drama, Fantasy, War",2006,tt0457430,8.2,719167,
"Perfume: The Story of a Murderer",movie,"Crime, Drama, Fantasy",2006,tt0396171,7.5,271327,
"Once Upon a Time in Mexico",movie,"Action, Crime, Thriller",2003,tt0285823,6.3,172806,
"The Contract",movie,"Action, Crime, Drama",2006,tt0445946,5.6,26502,
"The Virgin Suicides",movie,"Drama, Romance",1999,tt0159097,7.2,176634,
"The Illusionist",movie,"Drama, Fantasy, Mystery",2006,tt0443543,7.5,395293,
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",movie,"Action, Adventure, Comedy",1991,tt0103060,6,62256,
"Teenage Mutant Ninja Turtles",movie,"Action, Adventure, Comedy",1990,tt0100758,6.8,107578,
"Teenage Mutant Ninja Turtles III",movie,"Action, Adventure, Comedy",1993,tt0108308,4.8,37266,
"Changing Lanes",movie,"Drama, Thriller",2002,tt0264472,6.5,75969,
Collateral,movie,"Action, Crime, Drama",2004,tt0369339,7.5,444947,
